,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
1657,601199,江南水务,水务,江苏,20.8,9.35,9.35,476026.06,192559.97,197245.38,39081.26,0.42,0.098,2.81,1.45,20110317,110284.36,1.18,-28.12,-39.87,46.77,21.71,42776.0
1658,600552,凯盛科技,玻璃,安徽,33.04,7.41,7.67,553123.69,350115.81,127930.72,97561.35,1.27,0.062,3.16,1.29,20021108,65318.75,0.85,-16.44,35.0,16.83,3.63,28877.0
1659,600365,通葡股份,红黄药酒,吉林,134.67,4.0,4.0,100708.45,69252.46,22086.32,54790.86,1.37,0.015,1.74,2.35,20010115,-25982.15,-0.65,7.4,428.91,17.53,1.2,29622.0
1660,600268,国电南自,电气设备,江苏,0.0,6.35,6.95,937652.13,634202.13,107157.67,128323.11,1.85,-0.04,3.23,1.27,19991118,5240.31,0.08,-23.93,70.66,24.43,-1.69,53194.0
1661,600981,汇鸿集团,商贸代理,江苏,19.78,2.42,22.42,3006422.75,2013025.25,138923.94,69746.93,0.31,0.10400000000000001,2.85,1.44,20040630,144672.8,0.65,2.56,-4.87,4.44,1.33,35570.0
1662,000900,现代投资,路桥,湖南,6.28,15.17,15.18,2418762.0,732895.13,225822.3,47330.23,0.31,0.326,5.85,0.7,19990128,588212.56,3.88,-2.82,21.73,18.57,11.12,63344.0
1663,601375,中原证券,证券,河南,54.69,18.03,38.69,4586374.0,0.0,22557.07,375611.75,0.97,0.038,2.6,1.59,20170103,40212.37,0.1,2.73,9.27,0.0,16.84,144815.0
1664,600710,苏美达,工程机械,江苏,13.14,6.4,13.07,4247554.5,3238415.5,748135.19,124902.45,0.96,0.157,3.17,1.3,19960701,136970.44,1.05,16.27,24.79,5.16,0.52,34122.0
1665,600767,ST运盛,医疗保健,上海,0.0,3.41,3.41,47198.9,24109.14,184.53,3642.26,0.11,-0.042,0.74,5.61,19961115,-13113.26,-0.38,104.31,55.04,26.97,-21.21,33194.0
1666,600719,大连热电,供气供热,辽宁,72.88,4.05,4.05,158676.05,41432.23,74695.96,10217.32,0.25,0.027999999999999997,1.82,2.27,19960716,6323.1,0.16,-1.0,-30.59,12.57,2.37,23318.0
1667,600600,青岛啤酒,啤酒,山东,17.21,6.96,13.51,3431198.5,1751497.63,1074090.25,344418.69,2.55,0.9640000000000001,13.23,2.51,19930827,1154382.25,8.54,0.6,13.39,39.37,8.59,44534.0
1668,600055,万东医疗,医疗保健,北京,53.0,4.85,5.41,230906.72,130227.17,19038.22,82234.3,1.52,0.079,3.49,2.39,19970519,41428.85,0.77,14.85,40.47,44.34,11.18,22000.0
1669,300169,天晟新材,塑料,江苏,97.3,2.58,3.26,200804.94,105630.77,39254.1,82893.86,2.54,0.022000000000000002,3.64,1.15,20110125,1305.39,0.04,11.14,182.7,25.94,1.69,11918.0
1670,300315,掌趣科技,互联网,北京,15.22,25.9,27.57,1027177.38,234298.77,3710.05,410900.69,1.49,0.138,3.21,1.31,20120511,190290.92,0.69,38.39,42.39,62.24,33.23,187792.0
1671,002277,友阿股份,百货,湖南,14.31,14.17,14.17,1341692.25,547177.25,289207.22,127159.46,0.9,0.147,3.7,1.14,20090717,226928.41,1.6,3.17,-22.4,21.93,5.41,54116.0
1672,002191,劲嘉股份,广告包装,深圳,16.64,13.02,14.95,821983.38,338286.59,169186.52,164824.63,1.1,0.254,4.18,2.02,20071205,281170.31,1.88,13.14,25.06,44.04,23.56,60094.0
1673,002437,誉衡药业,化学制药,黑龙江,20.58,21.67,21.98,940744.63,257012.45,171827.63,37194.39,0.17,0.10300000000000001,1.99,2.13,20100623,152937.23,0.7,100.53,3.09,73.33,8.91,45373.0
1674,600837,海通证券,证券,上海,16.13,80.92,115.02,57322048.0,0.0,278421.38,5635798.0,4.9,0.264,10.17,0.84,19940224,3092859.0,2.69,-14.61,-24.67,0.0,27.7,267725.0
1675,002169,智光电气,电气设备,广东,20.15,6.6,7.88,471109.75,305303.91,100558.31,154054.11,1.96,0.105,3.57,1.19,20070919,44951.96,0.57,101.68,23.69,20.35,6.59,47084.0
1676,300557,理工光科,电器仪表,湖北,0.0,0.34,0.56,56818.73,47993.2,2777.55,19838.15,3.56,-0.35600000000000004,8.03,3.18,20161101,16237.3,2.92,-59.37,-1748.57,29.7,-64.41,10118.0
1677,300018,中元股份,电气设备,湖北,204.64,3.46,4.84,166384.02,93729.55,5378.08,62011.28,1.28,0.01,3.01,1.42,20091030,33357.23,0.69,12.86,-79.79,51.14,3.1,25243.0
1678,002742,三圣股份,其他建材,重庆,26.18,2.69,4.32,442965.94,222698.05,92360.43,25075.22,0.58,0.16399999999999998,3.4,2.52,20150217,73151.81,1.69,58.9,-44.41,22.61,5.63,33614.0
1679,603567,珍宝岛,中成药,黑龙江,22.1,8.49,8.49,713093.06,491506.31,119087.95,122516.02,1.44,0.292,5.61,2.31,20150424,238980.13,2.81,8.48,24.38,75.61,19.65,26933.0
1680,002365,永安药业,化学制药,湖北,17.96,2.38,2.95,174038.02,70842.67,48154.4,68589.18,2.33,0.37,5.07,2.55,20100305,49677.15,1.69,18.33,48.52,37.58,20.91,29439.0
1681,603378,亚士创能,染料涂料,上海,65.32,0.49,1.95,229059.66,155220.13,20296.28,57839.98,2.97,0.099,6.53,1.98,20170928,48879.15,2.51,19.34,-46.87,28.03,2.96,20186.0
1682,600082,海泰发展,园区开发,天津,149.54,6.34,6.46,334442.72,324543.31,415.23,41259.05,0.64,0.013999999999999999,2.62,1.65,19970620,52832.35,0.82,30.36,147.04,15.28,2.38,37898.0
1683,603778,乾景园林,建筑施工,北京,90.48,2.26,5.0,166414.61,137345.98,553.97,2432.06,0.05,0.024,2.04,2.12,20151231,44867.75,0.9,-12.63,-44.67,20.14,7.47,33106.0
1684,600689,上海三毛,纺织,上海,543.17,1.52,2.01,71056.05,39778.01,3342.21,21178.32,1.05,0.008,2.29,3.81,19931108,-1750.36,-0.09,13.55,-95.33,6.24,0.25,39508.0
1685,603661,恒林股份,家居用品,浙江,30.85,0.25,1.0,267127.78,207133.25,32480.75,135395.72,13.54,0.565,21.47,1.62,20171121,64271.82,6.43,10.74,-45.47,16.97,5.58,19720.0
1686,603979,金诚信,建筑施工,北京,15.73,5.85,5.85,610596.38,450489.09,111468.36,160512.06,2.74,0.27899999999999997,6.77,1.29,20150630,157760.97,2.7,28.17,46.29,26.34,11.13,31422.0
1687,002776,柏堡龙,服饰,广东,31.33,2.06,3.61,282229.28,177253.44,15660.07,145971.88,4.05,0.21,6.17,2.13,20150626,47857.98,1.33,8.25,1.51,30.57,16.67,9697.0
1688,300720,海川智能,电器仪表,广东,60.83,0.18,0.72,46075.6,32332.5,9411.75,18517.48,2.57,0.21600000000000003,5.88,4.48,20171106,14383.4,2.0,9.93,11.22,59.62,24.06,12918.0
1689,002782,可立克,电气设备,深圳,52.42,1.06,4.26,111790.47,73519.56,19288.0,5948.18,0.14,0.126,1.88,7.02,20151222,27604.08,0.65,32.34,83.49,22.33,10.06,54956.0
1690,002820,桂发祥,食品,天津,29.67,1.21,2.05,109152.75,25997.07,15767.32,48479.05,2.37,0.223,5.11,2.59,20161118,31196.4,1.52,1.75,-9.65,48.46,17.73,24085.0
1691,600256,广汇能源,石油开采,新疆,17.13,67.37,67.37,4728361.5,521583.25,1586208.63,142334.7,0.21,0.15,2.14,2.06,20000526,522500.19,0.78,126.68,694.67,35.05,14.49,168817.0
1692,002703,浙江世宝,汽车配件,浙江,0.0,4.5,7.9,215858.7,127302.85,59174.53,18525.0,0.23,-0.006999999999999999,1.86,2.39,20121102,35891.64,0.45,8.3,-114.75,15.81,-0.99,40508.0
1693,002124,天邦股份,饲料,浙江,31.95,7.92,11.6,609091.94,254473.3,155876.5,98659.7,0.85,0.069,2.62,1.7,20070403,84027.75,0.72,38.35,-40.57,13.47,4.33,28419.0
1694,300452,山河药辅,化学制药,安徽,27.7,1.08,1.39,67062.53,37008.89,13320.47,6650.28,0.48,0.24100000000000002,3.27,4.07,20150515,22045.15,1.58,39.81,33.2,33.1,15.66,15201.0
1695,300014,亿纬锂能,元器件,广东,35.91,8.19,8.55,890145.19,381358.56,210635.3,105935.76,1.24,0.18600000000000003,3.73,3.58,20091030,113972.55,1.33,40.15,-31.72,25.61,8.43,78231.0
1696,300221,银禧科技,塑料,广东,54.6,4.23,5.05,334828.78,169311.52,65332.38,119720.3,2.37,0.08199999999999999,4.38,2.04,20110525,47499.64,0.94,6.24,-59.53,17.42,3.43,23997.0
1697,600605,汇通能源,商贸代理,上海,33.62,1.47,1.47,121827.47,57680.63,50854.19,25311.77,1.72,0.133,4.64,1.93,19920327,20254.09,1.37,-2.68,74.33,4.35,1.66,10572.0
1698,002751,易尚展示,家居用品,深圳,97.56,0.89,1.55,279013.94,90253.63,23808.6,56466.7,3.65,0.14,6.08,4.42,20150424,22347.46,1.45,20.07,158.64,32.51,6.37,24697.0
1699,600143,金发科技,塑料,广东,17.47,25.6,27.17,2173464.25,1142690.0,627692.19,348456.28,1.28,0.129,3.68,1.23,20040623,330117.78,1.22,8.12,46.46,14.03,2.93,83177.0
1700,600869,智慧能源,电气设备,青海,22.6,21.78,22.19,1852606.25,1209609.75,217061.38,169788.09,0.77,0.1,2.44,1.85,19950206,131599.0,0.59,3.76,106.42,15.07,2.72,65079.0
1701,600179,安通控股,仓储物流,黑龙江,19.94,6.74,14.87,1041457.0,361854.75,505820.41,13151.63,0.09,0.22699999999999998,2.17,4.17,19981104,178436.45,1.2,79.8,48.01,14.11,7.33,18680.0
1702,300214,日科化学,化工原料,山东,16.66,3.09,4.26,173556.13,103367.61,39299.9,58290.31,1.37,0.13699999999999998,3.72,1.23,20110511,51054.05,1.2,-44.56,60.38,14.0,11.29,19192.0
1703,000837,秦川机床,机床制造,陕西,405.27,5.83,6.93,906309.81,529149.44,191670.17,145305.88,2.1,0.006,4.08,1.12,19980928,58479.68,0.84,4.48,6.56,19.32,0.24,66381.0
1704,000421,南京公用,供气供热,江苏,15.05,5.73,5.73,1119745.0,561551.38,289399.06,40569.8,0.71,0.152,4.37,1.05,19960806,137236.55,2.4,-1.21,30.1,22.29,5.02,29804.0
1705,300183,东软载波,软件服务,山东,37.12,2.64,4.7,299065.41,223338.8,23559.7,106705.47,2.27,0.185,5.64,2.44,20110222,105545.71,2.24,1.48,-33.82,48.94,21.5,29338.0
1706,601777,力帆股份,摩托车,重庆,24.18,12.37,13.07,3026551.75,1514222.75,661764.63,504100.16,3.86,0.095,5.71,0.81,20101125,147761.73,1.13,-5.06,3.01,13.38,2.08,61197.0
1707,600677,航天通信,通信设备,浙江,28.7,4.16,5.22,1600860.38,1224635.5,169752.81,212387.3,4.07,0.161,6.34,1.46,19930928,64623.16,1.24,40.84,266.54,15.27,1.52,77667.0
1708,600959,江苏有线,影视音像,江苏,26.16,38.85,38.85,3227378.25,881403.63,1735383.75,646043.13,1.66,0.08800000000000001,3.53,1.31,20150428,269463.72,0.69,0.32,-9.78,29.6,8.78,142339.0
1709,001696,宗申动力,摩托车,重庆,15.67,8.91,11.45,890311.0,440955.09,75677.82,55124.13,0.48,0.14800000000000002,3.4,1.36,19970306,184738.97,1.61,13.45,3.24,15.76,5.72,91928.0
1710,300654,世纪天鸿,出版业,山东,134.17,0.35,1.4,62944.75,50167.3,3655.98,15853.7,1.13,0.052000000000000005,3.02,4.61,20170926,10786.53,0.77,6.56,46.53,33.95,6.69,6526.0
1711,300100,双林股份,汽车服务,浙江,23.76,3.86,4.66,658575.81,324242.91,139723.22,106754.27,2.29,0.22,7.05,1.32,20100806,116317.46,2.5,-3.09,-47.19,20.0,4.68,25196.0
1712,300041,回天新材,化工原料,湖北,21.68,2.63,4.26,243195.8,157758.06,55437.86,85489.24,2.01,0.215,4.12,2.26,20100108,36208.78,0.85,30.21,26.01,25.02,9.7,19475.0
1713,600713,南京医药,医药商业,江苏,17.6,8.97,10.42,1803989.25,1634264.13,72622.43,189805.88,1.82,0.133,3.65,1.29,19960701,62741.7,0.6,9.45,23.52,6.56,0.94,71610.0
1714,600644,乐山电力,水力发电,四川,21.77,5.38,5.38,322149.16,60876.51,154870.67,138479.88,2.57,0.10800000000000001,2.48,1.89,19930426,-69101.71,-1.28,7.79,-4.38,23.66,5.39,30341.0
1715,601200,上海环境,环境保护,上海,17.77,6.72,7.03,1277202.25,215979.59,33519.96,228895.59,3.26,0.39799999999999996,8.0,1.77,20170331,249791.66,3.56,1.49,-6.68,42.12,23.01,101429.0
1716,000525,红 太 阳,农药化肥,江苏,10.78,5.07,5.81,1230401.88,592476.06,393530.25,294326.06,5.07,0.657,9.64,1.47,19931028,177525.19,3.06,10.98,8.86,32.22,14.08,21074.0
1717,002344,海宁皮城,商品城,浙江,13.09,12.71,12.83,1056237.75,207448.3,35503.51,186699.02,1.46,0.18100000000000002,5.77,0.82,20100126,387592.75,3.02,-10.6,11.17,52.38,28.99,41309.0
1718,300021,大禹节水,农业综合,甘肃,34.26,6.48,7.97,359294.91,259480.02,30628.05,25178.02,0.32,0.07,1.81,2.63,20091030,37101.53,0.47,50.92,91.63,26.61,7.08,33422.0
1719,600784,鲁银投资,普钢,山东,18.68,5.68,5.68,377136.44,221751.09,37289.95,57778.81,1.02,0.128,2.65,1.81,19961225,25499.5,0.45,-1.1,1173.97,12.76,9.75,46915.0
1720,000155,川化股份,农药化肥,四川,94.14,9.37,12.7,704845.13,362980.75,260918.84,328053.41,2.58,0.026000000000000002,2.4,2.0,20000926,-173983.69,-1.37,5.5,-75.86,10.43,1.26,42230.0
1721,300080,易成新能,半导体,河南,15.5,5.02,5.03,592930.94,371265.44,174609.94,193547.23,3.85,0.156,3.78,1.28,20100625,-57856.8,-1.15,167.41,135.8,16.28,5.23,28125.0
1722,600624,复旦复华,综合类,上海,81.93,6.85,6.85,250445.45,153972.63,35392.21,17134.2,0.25,0.03,1.64,2.96,19930105,25655.32,0.37,34.57,9.81,53.82,4.4,69285.0
1723,002537,海联金汇,汽车整车,山东,31.25,12.08,12.51,1190798.88,784235.94,85264.4,470710.5,3.76,0.156,5.58,1.75,20110110,107819.72,0.86,48.37,9.5,20.76,7.77,14168.0
1724,601969,海南矿业,普钢,海南,0.0,19.55,19.55,776926.31,452559.81,202886.45,265783.41,1.36,-0.105,2.4,2.04,20141209,-38260.71,-0.2,-30.82,-768.55,9.19,-26.42,32922.0
1725,300255,常山药业,生物制药,河北,21.64,6.46,9.35,383094.59,264151.25,61751.48,53360.75,0.57,0.113,2.59,1.89,20110819,91427.13,0.98,39.0,26.95,69.71,14.84,38404.0
1726,002479,富春环保,火力发电,浙江,18.1,7.95,8.94,587315.69,167338.23,293166.25,169697.61,1.9,0.15,4.14,1.19,20100921,95199.63,1.06,-18.97,-38.93,20.18,8.77,46901.0
1727,600658,电子城,园区开发,北京,7.94,11.19,11.19,1346446.88,1086544.0,13546.92,281088.78,2.51,0.31,5.85,0.84,19930524,239215.05,2.14,293.14,386.55,71.4,29.75,16351.0
1728,002388,新亚制程,元器件,深圳,63.65,4.0,5.04,227633.67,187649.3,24829.17,47541.65,0.94,0.039,2.25,2.19,20100413,13265.07,0.26,10.49,-54.18,21.11,4.35,40478.0
1729,002861,瀛通通讯,通信设备,湖北,42.72,0.53,1.23,121597.86,87680.56,23612.57,45391.2,3.7,0.231,8.39,2.35,20170413,41609.65,3.39,14.95,-36.97,25.05,7.14,18051.0
1730,600057,厦门象屿,仓储物流,福建,9.11,21.38,21.57,5694734.0,4129253.5,686563.5,441808.34,2.05,0.24,4.28,1.16,19970604,257874.72,1.2,18.33,97.31,2.64,0.54,44990.0
1731,000833,粤桂股份,造纸,广西,23.2,3.78,6.68,371448.41,162288.59,81257.11,138572.31,2.07,0.107,4.07,1.22,19981111,57039.81,0.85,46.64,99.37,16.47,5.48,52967.0
1732,600576,祥源文化,影视音像,浙江,39.77,4.8,6.48,220724.77,118731.8,1149.07,114786.38,1.77,0.062,2.96,1.68,20030220,18354.17,0.28,9.53,4.52,35.82,11.71,61074.0
1733,000501,鄂武商Ａ,百货,湖北,6.65,6.77,7.69,1978981.25,519785.75,668965.25,142564.47,1.85,0.77,10.09,0.99,19921120,450689.09,5.86,0.01,-12.48,21.77,6.51,25230.0
1734,002616,长青集团,环境保护,广东,59.78,4.59,7.42,475524.94,145517.95,176307.92,84761.3,1.14,0.042,2.87,1.74,20110920,48309.31,0.65,-5.56,-38.01,19.7,3.66,35337.0
1735,600287,江苏舜天,商贸代理,江苏,20.64,4.37,4.37,352150.06,163826.25,32593.15,19075.55,0.44,0.121,4.59,1.09,20000901,56366.55,1.29,0.95,34.72,7.97,2.06,33381.0
1736,603300,华铁科技,钢加工,浙江,30.59,4.05,4.85,610455.81,204556.3,131337.59,81640.31,1.68,0.09,3.18,1.58,20150529,39624.2,0.82,17.67,40.53,74.53,10.56,54907.0
1737,002398,建研集团,其他建材,福建,14.9,5.25,6.93,326068.66,210129.34,39301.51,25693.3,0.37,0.16899999999999998,3.36,1.5,20100506,136501.86,1.97,40.64,49.1,25.74,10.13,23031.0
1738,600247,*ST成城,商贸代理,吉林,35.04,3.36,3.36,94920.32,5483.62,164.53,21929.07,0.65,0.07200000000000001,0.08,60.77,20001123,-58632.42,-1.74,-86.4,107.39,19.45,98.11,19258.0
1739,603159,上海亚虹,专用机械,上海,46.62,0.25,1.0,59105.93,34007.73,17303.95,12207.2,1.22,0.218,4.02,5.06,20160812,16254.23,1.63,8.47,4.68,20.99,6.95,13106.0
1740,002015,霞客环保,化纤,江苏,1793.57,4.01,4.01,33414.62,23313.3,6218.1,100817.06,2.52,0.001,0.74,6.86,20040708,-112893.92,-2.82,45.59,105.72,7.21,0.27,19661.0
1741,000036,华联控股,全国地产,深圳,7.67,11.36,11.41,1004815.19,787960.63,87552.7,23431.77,0.21,0.33299999999999996,3.7,1.38,19940617,250044.2,2.19,-50.6,-63.84,72.08,27.02,65554.0
1742,600530,交大昂立,医疗保健,上海,31.02,7.8,7.8,199689.7,32709.19,8078.22,12210.08,0.16,0.083,1.99,2.57,20010702,39300.78,0.5,4.45,9.0,55.49,44.2,41590.0
1743,002824,和胜股份,铝,广东,50.85,0.74,1.84,97138.71,57917.91,26099.25,32775.05,1.78,0.1,4.13,2.49,20170112,20695.07,1.13,13.95,-48.71,17.0,4.13,16863.0
1744,000917,电广传媒,影视音像,湖南,0.0,12.95,14.18,2361120.75,883840.19,658074.56,613946.06,4.33,-0.025,7.02,0.73,19990325,201261.92,1.42,22.4,-128.96,19.05,-0.76,113105.0
1745,300262,巴安水务,环境保护,上海,14.36,4.17,6.7,489573.59,212036.92,16008.99,90687.9,1.35,0.18,3.37,1.53,20110916,62203.8,0.93,-21.06,0.66,33.61,19.16,29445.0
1746,002431,棕榈股份,建筑施工,广东,35.84,13.25,14.87,1739557.75,1173253.88,75773.9,232544.7,1.56,0.07200000000000001,3.74,1.38,20100610,155219.63,1.04,10.63,27.21,15.24,4.56,102555.0
1747,000061,农 产 品,农业综合,深圳,0.0,16.95,16.97,1849776.75,336202.66,159402.73,266422.56,1.57,-0.01,2.78,1.86,19970110,11079.2,0.07,-0.71,-273.39,39.25,-1.6,49748.0
1748,600686,金龙汽车,汽车整车,福建,39.84,6.07,6.07,2680492.5,2350485.5,174648.56,111665.22,1.84,0.1,5.8,1.79,19931108,151183.13,2.49,57.23,106.41,12.62,0.88,18545.0
1749,300355,蒙草生态,环境保护,内蒙,22.0,11.81,16.04,1197811.13,878992.81,36658.96,28319.75,0.18,0.11800000000000001,2.28,2.28,20120927,143456.13,0.89,-30.06,-52.2,31.29,10.07,93028.0
1750,002645,华宏科技,专用机械,江苏,23.03,2.53,3.56,248318.38,136355.25,36268.71,92668.47,2.6,0.226,4.88,2.13,20111220,41324.59,1.16,50.53,103.36,22.16,9.11,12280.0
1751,600466,蓝光发展,区域地产,四川,12.59,29.73,29.84,11835234.0,10557069.0,105270.92,57634.21,0.19,0.14,3.43,1.52,20010212,590531.31,1.98,24.38,118.84,32.31,7.74,56000.0
1752,600858,银座股份,百货,山东,19.16,5.18,5.2,1240540.13,395091.63,376926.09,96548.25,1.86,0.13699999999999998,5.91,0.89,19940506,148742.81,2.86,1.15,42.32,18.96,1.05,19623.0
1753,600529,山东药玻,医疗保健,山东,20.01,3.6,4.25,435009.56,287766.41,118247.76,120485.92,2.84,0.39399999999999996,7.83,2.01,20020603,152750.56,3.59,13.05,26.85,34.27,12.89,10231.0
1754,600030,中信证券,证券,深圳,17.3,98.15,121.17,65772428.0,0.0,777300.56,5442637.0,4.49,0.45899999999999996,12.38,1.28,20030106,5341269.0,4.41,6.95,12.96,0.0,27.84,561860.0
1755,600888,新疆众和,铝,新疆,22.35,8.34,8.62,1065904.63,501613.94,405647.72,185564.34,2.15,0.11900000000000001,4.18,1.27,19960215,60982.55,0.71,-1.53,41.92,15.73,4.45,65016.0
1756,300585,奥联电子,汽车配件,江苏,30.16,0.84,1.62,68646.46,47912.1,11597.98,13773.19,0.85,0.17600000000000002,3.0,3.53,20161229,16696.36,1.03,-6.92,-6.15,37.18,15.84,16236.0
1757,002144,宏达高科,纺织,浙江,17.48,1.41,1.77,195067.05,56744.36,28480.96,69840.06,3.95,0.306,9.41,1.14,20070803,59515.75,3.37,-5.03,6.52,30.05,19.74,20955.0
1758,000703,恒逸石化,化纤,广西,17.02,20.75,23.08,4174102.0,1329489.38,858116.13,395434.88,1.71,0.47700000000000004,5.61,2.9,19970328,660593.5,2.86,39.74,29.23,3.97,2.77,20079.0
1759,300737,科顺股份,其他建材,广东,25.61,1.46,6.11,449710.56,365086.22,37051.01,183730.84,3.01,0.22,4.82,2.25,20180125,42131.0,0.69,44.69,19.72,34.26,10.37,80468.0
1760,300050,世纪鼎利,软件服务,广东,51.16,3.69,5.56,360464.19,134649.91,10322.65,174615.72,3.14,0.053,5.02,1.09,20100120,53059.18,0.95,37.65,-59.3,41.38,6.43,28415.0
1761,600774,汉商集团,百货,湖北,120.01,2.27,2.27,169221.31,13943.29,110192.02,12876.03,0.57,0.046,2.59,4.21,19961108,15323.23,0.68,12.41,41.54,31.16,1.89,9014.0
1762,000031,中粮地产,全国地产,深圳,7.99,18.14,18.14,8540154.0,7364726.5,55805.25,0.0,0.0,0.344,3.93,1.4,19931008,412822.44,2.28,8.86,301.84,46.05,12.5,182676.0
1763,603721,中广天择,影视音像,湖南,34.74,0.47,1.0,61745.63,48106.48,1746.75,25594.15,2.56,0.23800000000000002,5.34,3.09,20170811,15654.32,1.57,-17.55,-46.22,29.36,15.18,11672.0
1764,300617,安靠智电,电气设备,江苏,25.46,0.37,1.0,106032.63,81481.96,18093.68,40314.05,4.03,0.436,8.23,2.7,20170228,28344.41,2.83,6.15,11.22,49.97,27.66,11763.0
1765,002274,华昌化工,农药化肥,江苏,22.22,6.25,6.35,658841.0,157109.27,311225.84,154951.23,2.44,0.125,4.12,1.35,20080925,25141.96,0.4,12.49,161.79,11.96,2.64,29624.0
1766,603315,福鞍股份,机械基件,辽宁,312.44,2.0,2.2,139891.02,87013.05,33022.48,59994.96,2.73,0.018000000000000002,4.48,2.49,20150424,13939.13,0.63,34.56,-60.94,17.92,2.42,15529.0
1767,300319,麦捷科技,元器件,深圳,32.3,6.39,6.94,319767.63,197730.34,54076.71,124569.35,1.79,0.087,2.8,2.0,20120523,-2481.0,-0.04,20.71,38.88,17.51,7.36,12710.0
1768,002862,实丰文化,文教休闲,广东,47.75,0.31,0.8,60321.71,38863.95,17192.75,30780.23,3.85,0.17600000000000002,6.89,2.44,20170411,14608.85,1.83,-0.71,-18.57,25.42,7.16,6618.0
1769,000560,我爱我家,房产服务,云南,20.06,11.3,23.56,1833840.38,870415.0,39527.76,589893.88,2.5,0.14,4.11,1.36,19940202,110360.47,0.47,741.86,1189.71,32.01,6.17,28590.0
1770,600218,全柴动力,农用机械,安徽,27.9,3.69,3.69,384154.56,267280.88,90759.46,104437.38,2.83,0.10099999999999999,5.24,1.07,19981203,39689.3,1.08,11.33,-21.55,11.18,1.99,24789.0
1771,300215,电科院,电气设备,江苏,40.78,6.08,7.58,389970.53,85092.07,212494.13,72307.56,0.95,0.069,2.58,2.18,20110511,40167.23,0.53,11.16,2.36,47.96,15.87,37644.0
1772,603033,三维股份,橡胶,浙江,24.99,0.55,1.27,164411.56,111107.7,18346.42,41709.8,3.28,0.33899999999999997,9.05,1.87,20161207,55355.43,4.36,16.38,97.66,22.47,8.48,10123.0
1773,002846,英联股份,广告包装,广东,78.43,0.5,1.95,83166.71,37250.37,23616.39,20898.55,1.07,0.07200000000000001,2.75,4.11,20170207,13932.87,0.72,75.74,-42.03,16.25,4.26,19695.0
1774,603339,四方科技,专用机械,江苏,21.91,0.58,2.11,193893.77,139413.31,24572.77,57613.38,2.73,0.38799999999999996,7.29,2.33,20160519,75534.3,3.58,19.76,18.17,28.79,15.51,24318.0
1775,600510,黑牡丹,全国地产,江苏,31.52,7.96,10.47,2324277.0,1872527.75,83022.31,298737.41,2.85,0.09,7.09,0.8,20020618,256566.41,2.45,-39.24,-32.16,15.18,4.68,26476.0
1776,601169,北京银行,银行,北京,5.12,182.48,211.43,248563680.0,0.0,1326000.0,4388500.0,2.08,0.54,7.77,0.74,20070919,5776800.0,2.73,3.28,7.0,0.0,43.32,181309.0
1777,002407,多氟多,化工原料,河南,31.04,5.44,7.03,772031.25,365553.13,163095.09,153930.38,2.19,0.2,4.44,2.6,20100518,78861.03,1.12,10.78,-13.26,28.95,7.72,147942.0
1778,002121,科陆电子,电器仪表,深圳,63.2,7.93,14.08,1662218.13,819196.75,404665.03,189737.69,1.35,0.046,3.44,1.69,20070306,139895.77,0.99,29.25,-52.05,28.65,3.28,69193.0
1779,600736,苏州高新,园区开发,江苏,10.79,11.94,11.94,3413369.5,2720722.75,163021.92,177177.88,1.48,0.272,5.08,1.16,19960815,255608.42,2.14,21.84,25.56,31.76,17.03,60803.0
1780,300127,银河磁体,元器件,四川,24.21,2.27,3.23,121721.45,102144.75,16811.81,49620.26,1.54,0.244,3.55,3.32,20101013,20392.25,0.63,28.38,-28.67,35.77,25.98,21529.0
1781,000788,北大医药,化学制药,重庆,66.45,5.96,5.96,210951.97,188062.05,15392.9,19917.28,0.33,0.045,2.0,2.97,19970616,36178.8,0.61,1.26,25.67,38.71,2.52,38597.0
1782,603123,翠微股份,百货,北京,20.84,5.24,5.24,499400.44,170897.38,188920.94,173578.56,3.31,0.14400000000000002,5.81,1.03,20120503,62380.01,1.19,0.24,27.31,19.99,2.98,18115.0
1783,601168,西部矿业,铜,青海,12.45,23.83,23.83,3831354.5,1617509.63,793043.69,493299.09,2.07,0.24100000000000002,4.8,1.25,20070712,337987.31,1.42,-5.19,121.21,12.57,4.0,187149.0
1784,300382,斯莱克,专用机械,江苏,30.66,3.81,5.64,156175.66,115147.02,26049.89,8519.07,0.15,0.18,1.71,3.54,20140129,23107.1,0.41,60.76,22.57,45.58,19.65,7144.0
1785,000069,华侨城Ａ,旅游景点,深圳,12.34,61.44,82.04,25682340.0,20558138.0,1391619.13,566141.63,0.69,0.245,6.56,0.92,19970910,3678727.5,4.48,6.74,16.16,56.72,13.68,102200.0
1786,600070,浙江富润,纺织,浙江,20.98,4.02,5.22,377335.47,179009.7,38288.01,110700.57,2.12,0.145,4.42,1.37,19970604,25735.5,0.49,23.28,-22.31,21.46,7.08,19363.0
1787,300690,双一科技,电气设备,山东,23.05,0.53,1.11,103050.52,82126.0,16435.09,55889.96,5.04,0.397,8.17,2.24,20170808,19868.51,1.79,-18.66,-14.35,37.63,18.78,13663.0
